"Event Time","Exit Event ID","POS Transaction ID","EPC","Site Code","Read Point","Last Read Time","Product Code","Color","Size","Manuf","Article","Ref Number","Style","att1","att2"
"2022-08-22T07:08:34Z","Event ID 6","POS Transaction ID 6","EPC 4","Site 13","READ POINT 2","2022-11-02T05:19:25Z","Product 5","Orange","S","Adidas","Article7","Ref8","Style6","check2","att2"
"2023-05-15T16:57:32Z","Event ID 8","POS Transaction ID 2","EPC 1","Site 15","READ POINT 5","2022-11-05T13:30:17Z","Product 5","Yellow","XXL","Zara","Article6","Ref7","Style1","check2","att3"
"2022-02-08T18:15:59Z","Event ID 4","POS Transaction ID 6","EPC 5","Site 11","READ POINT 5","2022-11-24T16:21:46Z","Product 1","Orange","XS","Adidas","Article8","Ref5","Style6","check1","att2"
"2022-12-30T00:44:02Z","Event ID 9","POS Transaction ID 4","EPC 1","Site 12","READ POINT 2","2023-01-19T22:29:43Z","Product 1","Red","L","Madame","Article7","Ref7","Style6","check3","att4"
"2021-11-10T00:14:46Z","Event ID 5","POS Transaction ID 3","EPC 1","Site 12","READ POINT 1","2023-04-23T19:40:22Z","Product 1","Black","XS","Bata","Article8","Ref1","Style1","check1","att3"
"2021-09-27T17:23:19Z","Event ID 7","POS Transaction ID 6","EPC 3","Site 12","READ POINT 4","2022-11-21T19:46:29Z","Product 4","Blue","S","Nike","Article5","Ref7","Style2","check1","atts"
"2020-09-29T17:05:41Z","Event ID 6","POS Transaction ID 1","EPC 3","Site 12","READ POINT 2","2023-02-21T16:30:30Z","Product 5","Pink","XXL","Adidas","Article1","Ref2","Style2","check2","atts"
"2021-12-12T20:21:49Z","Event ID 9","POS Transaction ID 4","EPC 3","Site 10","READ POINT 1","2022-07-15T14:09:16Z","Product 3","Green","XS","Puma","Article2","Ref3","Style3","check1","atts"
"2021-11-15T07:36:21Z","Event ID 1","POS Transaction ID 1","EPC 4","Site 14","READ POINT 5","2023-02-09T21:54:03Z","Product 4","Black","M","Madame","Article6","Ref6","Style2","check3","att2"
"2021-05-30T14:42:38Z","Event ID 8","POS Transaction ID 3","EPC 2","Site 10","READ POINT 2","2023-03-31T22:16:26Z","Product 4","Blue","XXL","Lee Cooper","Article2","Ref7","Style8","check2","att3"
"2021-04-12T22:27:40Z","Event ID 6","POS Transaction ID 5","EPC 2","Site 14","READ POINT 5","2023-03-20T21:23:51Z","Product 4","Pink","XXL","Adidas","Article5","Ref5","Style4","check1","att4"
"2021-11-27T21:24:45Z","Event ID 1","POS Transaction ID 3","EPC 4","Site 14","READ POINT 4","2023-05-29T17:06:01Z","Product 3","Green","XXXL","Bata","Article8","Ref7","Style4","check1","att4"
"2022-05-05T21:41:05Z","Event ID 3","POS Transaction ID 6","EPC 5","Site 15","READ POINT 1","2022-09-23T12:13:34Z","Product 5","Red","L","Madame","Article7","Ref6","Style7","check3","att3"
"2021-08-18T12:12:08Z","Event ID 6","POS Transaction ID 5","EPC 5","Site 15","READ POINT 3","2022-09-27T21:21:58Z","Product 1","Orange","M","Nike","Artical4","Ref2","Style7","check3","atts"
"2020-08-24T20:55:26Z","Event ID 7","POS Transaction ID 2","EPC 2","Site 13","READ POINT 5","2022-10-30T03:21:36Z","Product 4","Pink","XXXL","Bata","Article8","Ref5","Style2","check3","atts"
"2022-09-03T16:11:14Z","Event ID 6","POS Transaction ID 6","EPC 3","Site 14","READ POINT 3","2022-10-28T14:41:34Z","Product 2","Orange","XXS","Madame","Article2","Ref5","Style8","check1","att2"
"2020-06-19T06:54:45Z","Event ID 2","POS Transaction ID 4","EPC 1","Site 13","READ POINT 3","2022-08-11T16:10:22Z","Product 3","Black","XS","Puma","Article3","Ref4","Style2","check1","att2"
"2021-04-01T05:28:01Z","Event ID 8","POS Transaction ID 6","EPC 5","Site 14","READ POINT 3","2022-09-16T21:01:59Z","Product 2","White","S","Bata","Article8","Ref6","Style6","check2","atts"
"2022-04-30T01:40:51Z","Event ID 5","POS Transaction ID 5","EPC 2","Site 12","READ POINT 2","2023-03-02T20:00:09Z","Product 3","Green","L","Bata","Article1","Ref7","Style5","check1","att4"
"2021-06-05T02:59:23Z","Event ID 8","POS Transaction ID 4","EPC 4","Site 11","READ POINT 4","2022-06-14T09:18:02Z","Product 2","White","XS","Lee Cooper","Artical4","Ref1","Style2","check1","att3"
"2020-12-16T23:00:30Z","Event ID 5","POS Transaction ID 1","EPC 2","Site 14","READ POINT 4","2022-07-29T17:26:58Z","Product 5","Black","M","Nike","Article7","Ref4","Style8","check3","att2"
"2023-05-12T12:42:01Z","Event ID 7","POS Transaction ID 4","EPC 3","Site 14","READ POINT 3","2022-07-07T11:35:45Z","Product 1","Yellow","XXL","Adidas","Article1","Ref3","Style6","check1","att4"
"2022-10-15T10:53:57Z","Event ID 1","POS Transaction ID 2","EPC 4","Site 14","READ POINT 4","2023-03-18T07:18:22Z","Product 2","Red","XXXL","Nike","Article2","Ref7","Style8","check3","att4"
"2022-04-20T01:50:16Z","Event ID 1","POS Transaction ID 1","EPC 2","Site 14","READ POINT 5","2023-01-01T22:06:28Z","Product 5","White","XS","Zara","Article1","Ref4","Style4","check3","att3"
"2022-04-17T00:45:50Z","Event ID 7","POS Transaction ID 4","EPC 5","Site 14","READ POINT 3","2023-06-14T13:40:59Z","Product 5","Red","M","Lee Cooper","Article7","Ref7","Style5","check3","atts"
"2023-04-09T01:34:01Z","Event ID 6","POS Transaction ID 5","EPC 1","Site 12","READ POINT 5","2023-04-07T07:47:19Z","Product 1","Blue","M","Nike","Article3","Ref8","Style8","check3","att4"
"2020-07-11T00:29:33Z","Event ID 6","POS Transaction ID 3","EPC 4","Site 15","READ POINT 1","2022-06-03T07:59:44Z","Product 5","Yellow","XXXL","Adidas","Article1","Ref2","Style2","check1","att4"
"2022-06-20T21:27:18Z","Event ID 3","POS Transaction ID 2","EPC 4","Site 13","READ POINT 2","2022-10-15T08:58:10Z","Product 4","Red","L","Nike","Article6","Ref3","Style2","check3","att4"
"2020-12-17T21:05:17Z","Event ID 3","POS Transaction ID 6","EPC 3","Site 11","READ POINT 2","2022-12-17T18:41:01Z","Product 4","Green","XXXL","Puma","Article6","Ref2","Style4","check3","att2"
"2021-01-05T08:56:59Z","Event ID 6","POS Transaction ID 2","EPC 5","Site 12","READ POINT 1","2022-11-09T18:52:39Z","Product 3","Blue","S","Adidas","Article6","Ref1","Style3","check3","att4"
"2020-10-18T03:45:38Z","Event ID 3","POS Transaction ID 4","EPC 5","Site 11","READ POINT 4","2023-03-21T09:45:09Z","Product 5","Red","XXXL","Bata","Article2","Ref2","Style5","check3","att4"
"2020-08-30T22:13:51Z","Event ID 3","POS Transaction ID 3","EPC 4","Site 15","READ POINT 2","2022-06-17T20:29:09Z","Product 5","Yellow","XXL","Adidas","Article7","Ref6","Style8","check3","att2"
"2021-05-25T22:24:11Z","Event ID 8","POS Transaction ID 2","EPC 3","Site 10","READ POINT 5","2022-11-07T00:45:14Z","Product 1","Pink","XL","Zara","Article7","Ref1","Style3","check2","att2"
"2022-10-20T10:31:01Z","Event ID 9","POS Transaction ID 4","EPC 3","Site 10","READ POINT 1","2023-02-18T05:53:52Z","Product 4","White","XS","Madame","Article8","Ref5","Style4","check3","atts"
"2021-02-22T17:38:15Z","Event ID 9","POS Transaction ID 5","EPC 1","Site 13","READ POINT 2","2022-10-28T23:32:30Z","Product 5","Yellow","XXL","Adidas","Article1","Ref5","Style2","check2","atts"
"2020-11-24T13:11:59Z","Event ID 6","POS Transaction ID 3","EPC 3","Site 12","READ POINT 3","2023-03-27T01:22:50Z","Product 2","White","XL","Lee Cooper","Article3","Ref5","Style3","check2","atts"
"2023-03-17T08:52:18Z","Event ID 1","POS Transaction ID 6","EPC 3","Site 11","READ POINT 1","2022-09-29T02:15:03Z","Product 5","Black","L","Madame","Article2","Ref6","Style8","check3","atts"
"2020-12-30T20:58:47Z","Event ID 2","POS Transaction ID 2","EPC 2","Site 12","READ POINT 4","2022-10-23T04:53:57Z","Product 4","Black","XL","Lee Cooper","Article8","Ref5","Style5","check1","att2"
"2021-05-21T00:03:54Z","Event ID 2","POS Transaction ID 6","EPC 5","Site 15","READ POINT 3","2023-05-05T09:57:16Z","Product 1","Blue","XXXL","Puma","Article7","Ref3","Style5","check2","att3"
"2021-10-08T12:45:15Z","Event ID 9","POS Transaction ID 2","EPC 2","Site 10","READ POINT 1","2022-12-26T10:27:45Z","Product 3","Blue","S","Puma","Article2","Ref2","Style3","check1","atts"
"2022-01-29T08:29:06Z","Event ID 1","POS Transaction ID 6","EPC 4","Site 13","READ POINT 2","2022-08-29T14:03:20Z","Product 1","Black","XXXL","Lee Cooper","Article7","Ref6","Style1","check3","att2"
"2022-03-22T18:50:44Z","Event ID 3","POS Transaction ID 2","EPC 4","Site 15","READ POINT 4","2023-05-22T06:02:08Z","Product 1","Blue","M","Zara","Article6","Ref3","Style1","check1","atts"
"2021-01-28T20:27:42Z","Event ID 7","POS Transaction ID 4","EPC 1","Site 14","READ POINT 1","2023-06-10T12:07:51Z","Product 5","Green","S","Zara","Article8","Ref7","Style1","check3","att3"
"2020-10-11T18:33:25Z","Event ID 9","POS Transaction ID 6","EPC 2","Site 14","READ POINT 3","2022-12-10T19:44:49Z","Product 2","Blue","XL","Madame","Article2","Ref3","Style1","check3","att3"
"2022-01-26T06:43:38Z","Event ID 5","POS Transaction ID 2","EPC 5","Site 11","READ POINT 3","2023-03-30T00:41:15Z","Product 3","Black","XXL","Zara","Article7","Ref3","Style8","check3","att3"
"2022-07-20T02:53:17Z","Event ID 6","POS Transaction ID 1","EPC 3","Site 15","READ POINT 4","2022-10-12T03:39:21Z","Product 1","Orange","XXS","Lee Cooper","Artical4","Ref3","Style6","check2","atts"
"2022-09-17T02:00:59Z","Event ID 8","POS Transaction ID 2","EPC 5","Site 11","READ POINT 3","2022-09-03T17:07:20Z","Product 1","Orange","S","Nike","Article7","Ref5","Style1","check1","att2"
"2023-01-27T20:58:03Z","Event ID 2","POS Transaction ID 1","EPC 4","Site 11","READ POINT 2","2023-02-08T08:29:02Z","Product 4","Green","XL","Nike","Article2","Ref3","Style3","check3","att4"
"2022-06-03T06:22:05Z","Event ID 6","POS Transaction ID 1","EPC 5","Site 15","READ POINT 3","2023-03-15T02:16:02Z","Product 4","Green","XXXL","Zara","Article2","Ref6","Style1","check3","att2"
"2022-05-20T01:08:10Z","Event ID 6","POS Transaction ID 1","EPC 1","Site 14","READ POINT 1","2022-12-09T12:29:42Z","Product 5","Orange","L","Adidas","Article8","Ref1","Style6","check3","atts"
"2021-11-23T19:44:26Z","Event ID 1","POS Transaction ID 1","EPC 2","Site 10","READ POINT 5","2022-11-26T11:31:44Z","Product 2","White","XXXL","Nike","Article7","Ref3","Style4","check1","atts"
"2020-09-01T01:58:17Z","Event ID 4","POS Transaction ID 6","EPC 5","Site 11","READ POINT 4","2022-09-18T14:22:28Z","Product 1","Blue","S","Madame","Article1","Ref1","Style7","check3","att3"
"2023-05-17T22:24:02Z","Event ID 8","POS Transaction ID 5","EPC 2","Site 13","READ POINT 1","2023-03-11T12:47:38Z","Product 2","White","L","Puma","Article3","Ref2","Style1","check3","att3"
"2022-01-20T00:10:06Z","Event ID 6","POS Transaction ID 2","EPC 5","Site 10","READ POINT 5","2023-02-03T12:32:45Z","Product 4","Blue","M","Bata","Artical4","Ref6","Style4","check2","att3"
"2020-12-16T12:18:22Z","Event ID 1","POS Transaction ID 1","EPC 2","Site 12","READ POINT 5","2022-11-04T19:51:10Z","Product 2","Green","XXXL","Zara","Article1","Ref4","Style8","check2","att4"
"2021-03-23T10:34:47Z","Event ID 2","POS Transaction ID 6","EPC 5","Site 14","READ POINT 1","2023-04-16T08:39:02Z","Product 2","Orange","XS","Zara","Article8","Ref4","Style3","check3","att2"
"2022-12-25T16:57:48Z","Event ID 5","POS Transaction ID 6","EPC 3","Site 10","READ POINT 1","2023-04-30T12:44:20Z","Product 5","Blue","S","Madame","Article2","Ref4","Style8","check2","atts"
"2022-02-27T21:04:08Z","Event ID 5","POS Transaction ID 4","EPC 2","Site 14","READ POINT 2","2023-06-19T16:29:45Z","Product 5","White","M","Puma","Artical4","Ref5","Style5","check3","att4"
"2020-11-16T13:36:53Z","Event ID 9","POS Transaction ID 2","EPC 5","Site 11","READ POINT 1","2022-06-09T02:16:06Z","Product 1","Orange","XXXL","Zara","Article1","Ref6","Style4","check1","atts"
"2021-05-06T21:29:39Z","Event ID 5","POS Transaction ID 6","EPC 3","Site 14","READ POINT 4","2023-06-16T19:59:57Z","Product 5","Yellow","M","Madame","Article1","Ref1","Style4","check2","att3"
"2021-06-12T14:02:17Z","Event ID 7","POS Transaction ID 6","EPC 4","Site 10","READ POINT 2","2022-08-05T08:21:11Z","Product 4","Pink","XXS","Nike","Article8","Ref1","Style1","check3","att2"
"2020-10-15T14:15:11Z","Event ID 7","POS Transaction ID 2","EPC 4","Site 15","READ POINT 1","2022-08-05T00:10:22Z","Product 2","Green","M","Adidas","Article5","Ref7","Style2","check2","att4"
"2022-02-21T08:53:58Z","Event ID 1","POS Transaction ID 3","EPC 5","Site 14","READ POINT 2","2023-01-25T14:21:35Z","Product 1","Yellow","XL","Zara","Article6","Ref1","Style5","check3","atts"
"2021-08-17T22:06:40Z","Event ID 6","POS Transaction ID 5","EPC 3","Site 14","READ POINT 2","2023-06-21T10:35:28Z","Product 3","Blue","S","Lee Cooper","Article2","Ref2","Style6","check3","atts"
"2022-03-11T07:05:13Z","Event ID 1","POS Transaction ID 6","EPC 4","Site 11","READ POINT 4","2023-04-24T16:12:44Z","Product 3","Black","XXXL","Puma","Article5","Ref6","Style4","check3","att4"
"2021-07-26T02:45:03Z","Event ID 3","POS Transaction ID 5","EPC 5","Site 10","READ POINT 4","2022-10-20T20:06:02Z","Product 5","Green","S","Zara","Article7","Ref2","Style4","check2","att4"
"2022-08-13T04:58:48Z","Event ID 8","POS Transaction ID 6","EPC 4","Site 13","READ POINT 4","2023-03-25T12:41:11Z","Product 3","Red","M","Lee Cooper","Article1","Ref5","Style2","check1","atts"
"2021-11-25T14:56:55Z","Event ID 6","POS Transaction ID 3","EPC 1","Site 14","READ POINT 4","2022-07-24T10:05:01Z","Product 3","Black","XL","Nike","Article7","Ref2","Style8","check3","att4"
"2022-04-22T18:54:10Z","Event ID 7","POS Transaction ID 3","EPC 3","Site 13","READ POINT 2","2022-12-07T09:35:30Z","Product 3","Pink","XS","Bata","Article6","Ref1","Style6","check1","att4"
"2020-12-11T20:03:50Z","Event ID 3","POS Transaction ID 2","EPC 4","Site 13","READ POINT 1","2022-10-13T05:32:37Z","Product 3","Black","XXS","Bata","Article6","Ref2","Style4","check1","att2"
"2023-01-04T21:55:28Z","Event ID 9","POS Transaction ID 3","EPC 3","Site 15","READ POINT 5","2022-07-23T07:41:32Z","Product 2","Pink","XS","Puma","Article6","Ref5","Style2","check1","att4"
"2022-01-31T21:00:03Z","Event ID 9","POS Transaction ID 2","EPC 2","Site 10","READ POINT 4","2022-09-04T12:58:56Z","Product 3","Blue","M","Nike","Article7","Ref4","Style2","check3","att2"
"2021-10-12T11:09:56Z","Event ID 6","POS Transaction ID 4","EPC 1","Site 15","READ POINT 2","2023-05-06T12:48:17Z","Product 1","Orange","XS","Nike","Article2","Ref4","Style3","check2","att3"
"2022-02-28T23:34:21Z","Event ID 1","POS Transaction ID 2","EPC 4","Site 12","READ POINT 2","2022-09-13T04:04:17Z","Product 1","Black","L","Puma","Article5","Ref2","Style1","check3","atts"
"2021-06-22T06:15:54Z","Event ID 4","POS Transaction ID 4","EPC 4","Site 10","READ POINT 4","2023-06-03T14:08:03Z","Product 1","Red","XXXL","Zara","Article1","Ref1","Style7","check3","att4"
"2022-09-18T02:06:44Z","Event ID 5","POS Transaction ID 5","EPC 3","Site 13","READ POINT 2","2022-07-24T14:04:51Z","Product 3","Red","XXL","Adidas","Article7","Ref3","Style7","check3","att2"
"2020-11-24T13:13:27Z","Event ID 4","POS Transaction ID 1","EPC 4","Site 14","READ POINT 2","2023-04-21T03:50:33Z","Product 1","Green","XS","Madame","Article3","Ref4","Style3","check1","att4"
"2022-11-09T18:25:56Z","Event ID 1","POS Transaction ID 5","EPC 5","Site 10","READ POINT 4","2023-06-23T07:10:58Z","Product 3","Orange","XXL","Adidas","Article1","Ref2","Style2","check2","att4"
"2022-07-08T09:52:02Z","Event ID 8","POS Transaction ID 6","EPC 1","Site 12","READ POINT 5","2022-08-21T02:13:41Z","Product 4","Red","S","Bata","Article2","Ref6","Style8","check3","att2"
"2022-04-16T20:32:42Z","Event ID 7","POS Transaction ID 5","EPC 1","Site 15","READ POINT 2","2023-04-05T06:31:58Z","Product 5","Green","L","Puma","Article5","Ref3","Style2","check1","att4"
"2023-05-22T05:40:42Z","Event ID 4","POS Transaction ID 6","EPC 2","Site 11","READ POINT 4","2022-12-12T04:14:51Z","Product 2","Green","XXXL","Madame","Artical4","Ref2","Style2","check1","att3"
"2021-12-15T21:57:10Z","Event ID 7","POS Transaction ID 3","EPC 3","Site 15","READ POINT 2","2023-05-19T11:04:27Z","Product 2","White","S","Madame","Article6","Ref6","Style2","check3","att2"
"2020-09-20T19:08:47Z","Event ID 1","POS Transaction ID 5","EPC 2","Site 12","READ POINT 2","2023-03-11T16:57:59Z","Product 2","White","XXXL","Bata","Article2","Ref8","Style4","check1","att3"
"2023-02-07T14:40:23Z","Event ID 5","POS Transaction ID 5","EPC 5","Site 11","READ POINT 2","2022-12-06T06:02:32Z","Product 4","Blue","S","Puma","Article2","Ref6","Style6","check1","att3"
"2022-04-29T22:26:37Z","Event ID 2","POS Transaction ID 2","EPC 5","Site 14","READ POINT 5","2022-10-15T09:32:02Z","Product 1","Red","M","Nike","Article8","Ref4","Style2","check1","att2"
"2020-11-27T03:16:28Z","Event ID 4","POS Transaction ID 1","EPC 4","Site 13","READ POINT 3","2023-02-02T06:08:17Z","Product 5","Black","XXXL","Bata","Article7","Ref7","Style2","check1","att2"
"2021-09-17T02:20:15Z","Event ID 5","POS Transaction ID 5","EPC 5","Site 13","READ POINT 3","2022-07-05T14:26:56Z","Product 5","Green","XXL","Bata","Article6","Ref3","Style6","check3","att2"
"2022-02-28T04:33:03Z","Event ID 4","POS Transaction ID 2","EPC 4","Site 12","READ POINT 1","2022-07-10T04:11:32Z","Product 5","Orange","XL","Madame","Article2","Ref4","Style4","check2","att4"
"2020-06-07T11:17:16Z","Event ID 1","POS Transaction ID 3","EPC 4","Site 10","READ POINT 1","2023-03-26T21:28:47Z","Product 5","Red","S","Puma","Article2","Ref1","Style1","check3","att3"
"2023-04-21T09:29:04Z","Event ID 8","POS Transaction ID 6","EPC 5","Site 10","READ POINT 4","2023-02-06T12:17:45Z","Product 5","White","M","Nike","Article5","Ref6","Style3","check3","att2"
"2020-08-15T01:34:45Z","Event ID 7","POS Transaction ID 5","EPC 1","Site 15","READ POINT 1","2022-09-08T16:36:13Z","Product 4","Orange","M","Zara","Article8","Ref1","Style5","check1","atts"
"2020-09-12T23:37:35Z","Event ID 3","POS Transaction ID 3","EPC 3","Site 10","READ POINT 3","2023-02-12T10:38:15Z","Product 2","Green","XXL","Zara","Article5","Ref3","Style6","check3","att2"
"2022-07-03T04:21:42Z","Event ID 1","POS Transaction ID 1","EPC 3","Site 15","READ POINT 3","2022-07-28T07:07:34Z","Product 4","Black","M","Nike","Article8","Ref7","Style5","check1","atts"
"2021-08-27T16:59:24Z","Event ID 5","POS Transaction ID 1","EPC 4","Site 12","READ POINT 3","2022-07-19T21:55:55Z","Product 3","White","XL","Madame","Article1","Ref4","Style5","check2","att4"
"2022-08-31T12:39:15Z","Event ID 5","POS Transaction ID 6","EPC 2","Site 11","READ POINT 1","2022-06-01T15:47:53Z","Product 3","Green","XXL","Zara","Article6","Ref2","Style1","check3","att3"
"2020-10-13T11:11:26Z","Event ID 8","POS Transaction ID 1","EPC 4","Site 12","READ POINT 1","2022-11-01T13:13:43Z","Product 5","White","L","Lee Cooper","Article3","Ref3","Style6","check1","atts"
"2020-12-05T16:01:30Z","Event ID 7","POS Transaction ID 4","EPC 5","Site 15","READ POINT 4","2023-01-22T23:49:56Z","Product 3","Yellow","M","Madame","Article1","Ref3","Style7","check1","atts"
"2021-12-02T16:42:22Z","Event ID 5","POS Transaction ID 6","EPC 5","Site 10","READ POINT 3","2023-03-21T23:31:41Z","Product 2","Red","XL","Bata","Article6","Ref7","Style2","check2","att2"
"2020-07-12T08:43:01Z","Event ID 1","POS Transaction ID 5","EPC 4","Site 13","READ POINT 3","2022-08-23T20:25:44Z","Product 2","Red","XXL","Adidas","Article1","Ref4","Style8","check2","att3"
"2022-01-09T10:56:19Z","Event ID 1","POS Transaction ID 6","EPC 3","Site 15","READ POINT 2","2022-09-04T01:11:54Z","Product 3","Green","XXS","Madame","Article6","Ref5","Style6","check3","att4"
"2022-02-28T03:00:22Z","Event ID 6","POS Transaction ID 2","EPC 5","Site 14","READ POINT 4","2022-10-20T23:52:51Z","Product 4","Orange","XXL","Zara","Article6","Ref6","Style1","check2","att2"
"2021-01-29T10:12:14Z","Event ID 1","POS Transaction ID 6","EPC 1","Site 11","READ POINT 1","2022-08-16T03:18:41Z","Product 1","White","XS","Nike","Article1","Ref8","Style4","check3","att3"
"2022-01-28T16:17:28Z","Event ID 4","POS Transaction ID 3","EPC 5","Site 10","READ POINT 2","2022-10-25T08:37:15Z","Product 2","Black","XXS","Adidas","Article1","Ref8","Style4","check1","atts"
"2023-05-08T04:51:33Z","Event ID 2","POS Transaction ID 5","EPC 4","Site 13","READ POINT 1","2022-06-17T16:47:42Z","Product 4","Blue","XXXL","Bata","Article3","Ref1","Style2","check2","att4"
"2022-01-25T02:32:30Z","Event ID 3","POS Transaction ID 6","EPC 5","Site 15","READ POINT 4","2022-08-19T15:11:08Z","Product 3","Red","XL","Lee Cooper","Article8","Ref5","Style3","check3","atts"
"2022-10-16T12:43:34Z","Event ID 5","POS Transaction ID 4","EPC 2","Site 11","READ POINT 5","2023-03-16T18:31:55Z","Product 2","Black","XXL","Bata","Artical4","Ref6","Style3","check1","att4"
"2020-09-17T17:07:41Z","Event ID 9","POS Transaction ID 4","EPC 2","Site 12","READ POINT 1","2023-05-15T12:01:52Z","Product 2","Orange","XXXL","Zara","Article5","Ref3","Style2","check2","att4"
"2023-03-16T01:59:13Z","Event ID 1","POS Transaction ID 5","EPC 1","Site 15","READ POINT 2","2022-07-28T10:26:29Z","Product 3","Orange","XXXL","Nike","Article7","Ref6","Style7","check1","atts"
"2020-06-15T23:09:23Z","Event ID 3","POS Transaction ID 6","EPC 3","Site 11","READ POINT 2","2022-07-19T15:25:37Z","Product 5","Black","XL","Bata","Article8","Ref6","Style1","check1","att2"
"2022-03-16T17:44:11Z","Event ID 1","POS Transaction ID 6","EPC 4","Site 14","READ POINT 4","2023-06-15T15:23:57Z","Product 1","Green","XXL","Lee Cooper","Article3","Ref4","Style1","check3","att4"
"2021-06-18T15:35:55Z","Event ID 8","POS Transaction ID 3","EPC 2","Site 11","READ POINT 5","2022-12-14T03:03:57Z","Product 2","Yellow","S","Bata","Article7","Ref6","Style8","check2","att4"
"2023-03-10T16:17:22Z","Event ID 7","POS Transaction ID 6","EPC 4","Site 12","READ POINT 4","2022-11-27T12:26:47Z","Product 2","Yellow","L","Madame","Article7","Ref6","Style2","check2","att3"
"2022-06-10T08:21:22Z","Event ID 5","POS Transaction ID 4","EPC 1","Site 13","READ POINT 2","2023-05-13T20:54:22Z","Product 1","Yellow","L","Bata","Article1","Ref5","Style5","check1","att3"
"2021-09-02T08:55:40Z","Event ID 6","POS Transaction ID 2","EPC 3","Site 10","READ POINT 5","2022-10-17T07:58:42Z","Product 3","Green","S","Bata","Artical4","Ref5","Style8","check2","att3"
"2022-09-10T13:56:31Z","Event ID 8","POS Transaction ID 5","EPC 2","Site 12","READ POINT 1","2023-03-30T13:03:33Z","Product 5","White","XXS","Puma","Article8","Ref5","Style1","check1","att4"
"2021-08-31T12:09:56Z","Event ID 6","POS Transaction ID 5","EPC 2","Site 11","READ POINT 1","2022-09-22T06:40:43Z","Product 1","Black","XL","Lee Cooper","Article5","Ref2","Style6","check1","att2"
"2020-07-04T10:11:32Z","Event ID 7","POS Transaction ID 6","EPC 3","Site 14","READ POINT 2","2022-06-07T07:43:27Z","Product 1","Green","XXL","Bata","Article6","Ref4","Style2","check1","atts"
"2021-04-21T22:55:32Z","Event ID 1","POS Transaction ID 3","EPC 4","Site 14","READ POINT 3","2022-09-16T08:34:49Z","Product 4","White","XXL","Madame","Artical4","Ref7","Style3","check3","att2"
"2020-07-19T13:20:16Z","Event ID 7","POS Transaction ID 3","EPC 3","Site 11","READ POINT 2","2023-01-02T16:41:30Z","Product 4","Blue","XXS","Bata","Article6","Ref8","Style7","check1","att3"
"2021-04-19T06:33:52Z","Event ID 4","POS Transaction ID 2","EPC 1","Site 13","READ POINT 1","2023-01-01T11:00:00Z","Product 5","Red","XXXL","Lee Cooper","Article5","Ref1","Style2","check2","att2"
"2021-04-11T23:26:43Z","Event ID 8","POS Transaction ID 6","EPC 3","Site 11","READ POINT 3","2023-03-15T04:24:29Z","Product 5","White","M","Nike","Article1","Ref8","Style4","check2","atts"
"2022-12-26T20:08:12Z","Event ID 7","POS Transaction ID 3","EPC 2","Site 15","READ POINT 2","2022-06-12T05:01:26Z","Product 5","Green","L","Nike","Article8","Ref6","Style2","check3","att3"
"2023-03-23T08:42:38Z","Event ID 4","POS Transaction ID 4","EPC 4","Site 10","READ POINT 2","2022-08-26T08:21:41Z","Product 5","Red","L","Lee Cooper","Article7","Ref4","Style5","check1","att4"
"2021-10-20T20:17:16Z","Event ID 5","POS Transaction ID 6","EPC 3","Site 12","READ POINT 3","2023-05-15T04:54:45Z","Product 3","Black","XXL","Nike","Article8","Ref8","Style3","check2","att3"
"2022-03-05T11:25:10Z","Event ID 5","POS Transaction ID 3","EPC 3","Site 11","READ POINT 3","2022-08-22T06:21:10Z","Product 2","Pink","XL","Puma","Article2","Ref2","Style8","check3","atts"
"2022-02-28T05:48:42Z","Event ID 2","POS Transaction ID 3","EPC 2","Site 10","READ POINT 2","2022-07-24T15:45:45Z","Product 1","Black","M","Bata","Article7","Ref3","Style3","check2","att3"
"2020-07-11T09:47:55Z","Event ID 9","POS Transaction ID 4","EPC 5","Site 15","READ POINT 5","2023-02-06T20:04:18Z","Product 3","Blue","XXL","Lee Cooper","Article8","Ref6","Style1","check2","att4"
"2022-03-09T00:23:53Z","Event ID 6","POS Transaction ID 1","EPC 5","Site 10","READ POINT 4","2022-08-06T04:29:01Z","Product 3","Black","M","Nike","Article2","Ref7","Style8","check3","atts"
"2022-04-09T07:43:11Z","Event ID 3","POS Transaction ID 3","EPC 4","Site 15","READ POINT 1","2022-09-20T19:30:52Z","Product 2","Green","XS","Nike","Article6","Ref8","Style8","check1","att3"
"2022-09-14T07:18:27Z","Event ID 5","POS Transaction ID 3","EPC 5","Site 10","READ POINT 2","2023-02-05T22:50:25Z","Product 5","Orange","XS","Lee Cooper","Article6","Ref4","Style1","check1","att2"
"2021-12-24T14:02:53Z","Event ID 7","POS Transaction ID 4","EPC 5","Site 13","READ POINT 3","2022-06-13T18:42:36Z","Product 3","Green","S","Zara","Article5","Ref8","Style1","check3","att2"
"2021-06-21T06:10:34Z","Event ID 4","POS Transaction ID 2","EPC 1","Site 11","READ POINT 4","2022-11-21T15:02:52Z","Product 5","Black","XXL","Lee Cooper","Artical4","Ref5","Style2","check3","att4"
"2022-02-22T04:56:32Z","Event ID 3","POS Transaction ID 1","EPC 2","Site 11","READ POINT 3","2022-06-25T11:47:41Z","Product 4","Green","XXL","Adidas","Article3","Ref6","Style6","check1","atts"
