"Event Time","Event ID","EPC","Site Code","Exit Door ID","Last Prior Read","Last Read Time","Status","Video URL","Product Code","Color","Size","Manuf","Article","Style","Ref Number"
"2022-12-10T05:32:55Z","Event ID 4","EPC 3","Site 11","Exit Door ID 2","Last Prior Read 1","2022-12-27T00:19:24Z","External Theft","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/BigBuckBunny.mp4","Product 1","Yellow","XXS","Lee Cooper","Artical4","Style3","Ref8"
"2022-06-09T23:14:54Z","Event ID 4","EPC 1","Site 15","Exit Door ID 3","Last Prior Read 6","2023-05-04T01:52:15Z","Not a loss Event","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","Product 1","Black","XL","Adidas","Article6","Style6","Ref1"
"2022-10-24T15:09:41Z","Event ID 6","EPC 4","Site 13","Exit Door ID 3","Last Prior Read 4","2022-11-11T17:22:24Z","External Theft","","Product 3","White","XXL","Madame","Article6","Style3","Ref2"
"2021-03-18T13:02:06Z","Event ID 2","EPC 2","Site 14","Exit Door ID 4","Last Prior Read 4","2022-06-07T01:57:53Z","Others","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerBlazes.mp4","Product 5","Black","XL","Nike","Article1","Style1","Ref7"
"2021-09-05T01:14:43Z","Event ID 8","EPC 3","Site 15","Exit Door ID 5","Last Prior Read 7","2023-06-06T19:58:47Z","Omni Sale","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerEscapes.mp4","Product 4","Yellow","XL","Bata","Artical4","Style7","Ref5"
"2021-07-07T01:56:34Z","Event ID 7","EPC 3","Site 15","Exit Door ID 3","Last Prior Read 3","2023-02-18T05:16:24Z","Employee","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerFun.mp4","Product 4","Yellow","L","Puma","Article2","Style8","Ref3"
"2022-02-10T18:02:47Z","Event ID 2","EPC 4","Site 13","Exit Door ID 3","Last Prior Read 1","2022-09-17T12:03:45Z","External Theft","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/BigBuckBunny.mp4","Product 5","Orange","XXXL","Lee Cooper","Article5","Style6","Ref6"
"2020-11-02T11:16:57Z","Event ID 4","EPC 1","Site 10","Exit Door ID 4","Last Prior Read 1","2022-07-24T04:08:08Z","Others","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","Product 5","Red","S","Adidas","Artical4","Style8","Ref2"
"2021-10-30T17:41:45Z","Event ID 3","EPC 5","Site 10","Exit Door ID 5","Last Prior Read 5","2022-08-27T13:24:32Z","Not a loss Event","","Product 4","Pink","XXS","Lee Cooper","Article7","Style2","Ref3"
"2021-07-05T04:42:26Z","Event ID 7","EPC 2","Site 13","Exit Door ID 2","","2022-06-27T17:15:30Z","Organized Crime","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerBlazes.mp4","Product 2","Pink","XXL","Bata","Article6","Style2","Ref8"
"2022-03-18T07:45:08Z","Event ID 5","EPC 2","Site 12","Exit Door ID 1","Last Prior Read 2","2023-03-02T03:46:29Z","Others","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerEscapes.mp4","Product 1","Pink","XXL","Nike","Article3","Style8","Ref3"
"2022-02-07T15:07:37Z","Event ID 8","EPC 2","Site 15","Exit Door ID 2","Last Prior Read 6","2022-07-28T17:23:01Z","Mixed","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerFun.mp4","Product 1","Black","M","Puma","Article8","Style5","Ref1"
"2022-01-31T19:29:37Z","Event ID 5","EPC 4","Site 12","Exit Door ID 2","","2022-10-21T08:14:11Z","Not a loss Event","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/BigBuckBunny.mp4","Product 3","White","M","Zara","Artical4","Style1","Ref7"
"2022-12-30T00:22:08Z","Event ID 5","EPC 2","Site 13","Exit Door ID 2","Last Prior Read 4","2023-02-07T22:47:55Z","Mixed","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","Product 5","Yellow","XXL","Zara","Article1","Style8","Ref3"
"2021-12-22T13:48:47Z","Event ID 1","EPC 5","Site 10","Exit Door ID 2","","2022-12-25T18:53:25Z","Not a loss Event","","Product 4","Orange","XXL","Adidas","Artical4","Style8","Ref8"
"2023-02-09T03:26:53Z","Event ID 2","EPC 5","Site 13","Exit Door ID 3","","2022-10-09T16:57:33Z","Employee","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerBlazes.mp4","Product 2","Blue","M","Puma","Article8","Style8","Ref8"
"2023-01-16T18:22:54Z","Event ID 6","EPC 4","Site 14","Exit Door ID 1","Last Prior Read 6","2023-04-24T21:26:39Z","Mixed","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerEscapes.mp4","Product 2","Orange","XXL","Madame","Article2","Style6","Ref1"
"2022-08-30T04:19:08Z","Event ID 1","EPC 3","Site 12","Exit Door ID 3","","2022-09-06T05:51:23Z","Employee","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerFun.mp4","Product 3","Green","XXXL","Puma","Article8","Style6","Ref5"
"2021-05-25T00:02:15Z","Event ID 2","EPC 4","Site 10","Exit Door ID 1","Last Prior Read 6","2022-08-07T21:10:19Z","Others","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/BigBuckBunny.mp4","Product 3","Black","L","Zara","Article6","Style8","Ref5"
"2022-09-04T18:06:01Z","Event ID 7","EPC 1","Site 15","Exit Door ID 3","Last Prior Read 6","2022-07-26T01:34:02Z","","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","Product 3","White","M","Adidas","Article2","Style7","Ref7"
"2022-12-04T02:02:36Z","Event ID 5","EPC 1","Site 11","Exit Door ID 2","Last Prior Read 3","2023-02-07T09:28:17Z","Not a loss Event","","Product 3","Black","XL","Madame","Article6","Style8","Ref4"
"2021-02-07T02:10:18Z","Event ID 7","EPC 4","Site 15","Exit Door ID 2","","2023-02-22T07:15:55Z","Not a loss Event","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerBlazes.mp4","Product 1","Orange","M","Nike","Article6","Style1","Ref2"
"2020-11-09T17:39:27Z","Event ID 6","EPC 3","Site 12","Exit Door ID 3","Last Prior Read 4","2022-08-06T04:32:23Z","Organized Crime","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerEscapes.mp4","Product 2","White","XXL","Bata","Article7","Style4","Ref5"
"2020-12-14T17:37:16Z","Event ID 5","EPC 3","Site 14","Exit Door ID 3","Last Prior Read 5","2022-08-29T13:07:44Z","Employee","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerFun.mp4","Product 1","Green","L","Bata","Article6","Style3","Ref3"
"2021-04-12T21:40:06Z","Event ID 2","EPC 1","Site 13","Exit Door ID 4","Last Prior Read 6","2022-10-06T02:23:43Z","","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/BigBuckBunny.mp4","Product 4","Green","XS","Adidas","Article7","Style2","Ref4"
"2020-10-31T14:34:36Z","Event ID 4","EPC 5","Site 11","Exit Door ID 2","Last Prior Read 1","2022-07-26T01:43:43Z","Others","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","Product 4","White","L","Puma","Article8","Style3","Ref4"
"2021-04-11T00:44:05Z","Event ID 8","EPC 2","Site 15","Exit Door ID 3","Last Prior Read 2","2022-07-20T01:46:28Z","Transfer","","Product 5","Green","XXXL","Bata","Article7","Style3","Ref5"
"2023-03-02T22:53:43Z","Event ID 2","EPC 1","Site 11","Exit Door ID 2","Last Prior Read 7","2022-08-28T20:15:50Z","","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerBlazes.mp4","Product 3","Pink","M","Madame","Article6","Style4","Ref2"
"2023-05-02T07:02:11Z","Event ID 9","EPC 4","Site 14","Exit Door ID 5","Last Prior Read 7","2022-08-20T21:32:29Z","Others","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerEscapes.mp4","Product 1","Orange","XS","Zara","Article7","Style8","Ref6"
"2020-06-30T03:58:28Z","Event ID 3","EPC 3","Site 12","Exit Door ID 2","Last Prior Read 5","2023-04-13T07:18:33Z","Others","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerFun.mp4","Product 4","Black","XXXL","Madame","Article8","Style3","Ref4"
"2022-03-26T10:17:47Z","Event ID 7","EPC 4","Site 13","Exit Door ID 5","Last Prior Read 2","2023-06-06T18:58:52Z","Employee","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/BigBuckBunny.mp4","Product 3","Pink","M","Nike","Article6","Style6","Ref8"
"2022-12-14T02:49:20Z","Event ID 8","EPC 3","Site 10","Exit Door ID 1","Last Prior Read 7","2022-07-12T06:55:11Z","Employee","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","Product 2","Pink","XXL","Adidas","Article5","Style2","Ref8"
"2020-10-20T13:01:37Z","Event ID 9","EPC 2","Site 11","Exit Door ID 3","Last Prior Read 6","2023-05-31T23:34:15Z","Mixed","","Product 1","Pink","S","Adidas","Article7","Style3","Ref5"
"2020-11-23T07:20:05Z","Event ID 1","EPC 5","Site 11","Exit Door ID 2","","2022-12-11T00:55:50Z","Organized Crime","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerBlazes.mp4","Product 4","Orange","XL","Zara","Article1","Style2","Ref7"
"2020-09-30T13:17:00Z","Event ID 2","EPC 3","Site 12","Exit Door ID 3","Last Prior Read 6","2023-04-18T00:40:42Z","","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerEscapes.mp4","Product 1","Pink","S","Bata","Article7","Style6","Ref6"
"2021-06-27T22:00:13Z","Event ID 8","EPC 3","Site 15","Exit Door ID 2","Last Prior Read 3","2023-02-04T08:39:04Z","Others","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerFun.mp4","Product 5","Black","XS","Adidas","Article6","Style6","Ref8"
"2021-12-08T00:00:21Z","Event ID 8","EPC 2","Site 12","Exit Door ID 4","Last Prior Read 7","2023-05-14T18:19:40Z","","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/BigBuckBunny.mp4","Product 4","Black","XL","Puma","Article2","Style3","Ref4"
"2021-04-09T16:58:26Z","Event ID 3","EPC 5","Site 15","Exit Door ID 3","Last Prior Read 3","2022-07-10T00:32:00Z","Organized Crime","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","Product 5","White","S","Adidas","Article3","Style3","Ref5"
"2023-03-15T15:57:52Z","Event ID 4","EPC 3","Site 15","Exit Door ID 3","Last Prior Read 3","2022-08-12T09:53:25Z","","","Product 4","Black","M","Lee Cooper","Article3","Style2","Ref4"
"2021-04-12T11:17:01Z","Event ID 1","EPC 3","Site 11","Exit Door ID 3","","2022-06-11T21:26:43Z","External Theft","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerBlazes.mp4","Product 1","Black","L","Madame","Article3","Style8","Ref3"
"2022-02-12T08:28:39Z","Event ID 7","EPC 2","Site 15","Exit Door ID 2","","2022-11-02T19:19:34Z","Omni Sale","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerEscapes.mp4","Product 3","Blue","XS","Nike","Article5","Style2","Ref6"
"2020-08-03T14:18:36Z","Event ID 9","EPC 5","Site 13","Exit Door ID 2","Last Prior Read 2","2022-12-11T03:53:00Z","Omni Sale","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerFun.mp4","Product 3","Pink","XXL","Madame","Article2","Style7","Ref7"
"2022-04-07T17:06:49Z","Event ID 6","EPC 3","Site 15","Exit Door ID 1","","2023-01-26T04:53:39Z","External Theft","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/BigBuckBunny.mp4","Product 1","Orange","M","Nike","Article1","Style5","Ref6"
"2021-01-18T20:05:16Z","Event ID 6","EPC 4","Site 11","Exit Door ID 3","Last Prior Read 1","2023-03-09T00:16:20Z","Omni Sale","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","Product 5","Green","XXL","Nike","Article7","Style7","Ref1"
"2021-06-02T01:41:17Z","Event ID 3","EPC 5","Site 10","Exit Door ID 3","","2023-01-17T19:20:02Z","Mixed","","Product 3","White","M","Lee Cooper","Article6","Style4","Ref3"
"2022-08-04T14:21:09Z","Event ID 4","EPC 3","Site 13","Exit Door ID 2","Last Prior Read 7","2023-04-15T01:59:27Z","Others","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerBlazes.mp4","Product 3","Red","M","Zara","Article3","Style8","Ref6"
"2022-11-10T08:55:22Z","Event ID 1","EPC 2","Site 14","Exit Door ID 2","Last Prior Read 5","2022-06-14T00:54:19Z","External Theft","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerEscapes.mp4","Product 5","Black","M","Lee Cooper","Article7","Style8","Ref4"
"2022-04-27T03:17:12Z","Event ID 9","EPC 1","Site 15","Exit Door ID 1","Last Prior Read 5","2023-01-10T05:40:09Z","External Theft","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerFun.mp4","Product 5","Pink","S","Madame","Article2","Style1","Ref8"
"2022-11-09T16:44:17Z","Event ID 4","EPC 2","Site 14","Exit Door ID 4","Last Prior Read 4","2023-04-16T15:53:57Z","Mixed","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/BigBuckBunny.mp4","Product 4","Red","XXXL","Nike","Article6","Style5","Ref8"
"2020-10-25T23:10:28Z","Event ID 6","EPC 3","Site 13","Exit Door ID 1","","2023-06-10T22:04:43Z","External Theft","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","Product 1","White","S","Bata","Article6","Style3","Ref2"
"2021-04-18T20:57:08Z","Event ID 3","EPC 3","Site 10","Exit Door ID 5","Last Prior Read 6","2023-06-05T04:02:45Z","Organized Crime","","Product 2","Orange","XXS","Bata","Article2","Style6","Ref1"
"2022-08-05T18:43:02Z","Event ID 3","EPC 4","Site 11","Exit Door ID 3","Last Prior Read 6","2022-09-25T21:10:37Z","Organized Crime","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerBlazes.mp4","Product 3","Green","XXXL","Madame","Article2","Style3","Ref8"
"2021-06-23T00:35:09Z","Event ID 6","EPC 5","Site 13","Exit Door ID 3","Last Prior Read 2","2022-07-01T06:03:14Z","Others","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerEscapes.mp4","Product 2","Orange","L","Madame","Article7","Style5","Ref5"
"2021-05-17T15:50:10Z","Event ID 8","EPC 3","Site 15","Exit Door ID 4","Last Prior Read 2","2022-08-19T15:10:36Z","Organized Crime","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerFun.mp4","Product 4","Green","XXXL","Puma","Article3","Style6","Ref7"
"2022-06-09T01:58:56Z","Event ID 5","EPC 4","Site 14","Exit Door ID 1","Last Prior Read 6","2022-12-15T04:15:42Z","Mixed","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/BigBuckBunny.mp4","Product 3","Green","L","Bata","Article3","Style7","Ref7"
"2023-05-13T12:39:42Z","Event ID 9","EPC 5","Site 10","Exit Door ID 5","Last Prior Read 2","2023-06-01T21:26:52Z","Others","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","Product 1","Red","XXL","Bata","Article3","Style8","Ref4"
"2020-09-24T01:44:43Z","Event ID 2","EPC 2","Site 15","Exit Door ID 4","Last Prior Read 6","2023-06-05T10:05:22Z","Mixed","","Product 2","Yellow","XXXL","Madame","Article3","Style2","Ref6"
"2023-05-29T18:29:51Z","Event ID 2","EPC 4","Site 12","Exit Door ID 5","Last Prior Read 5","2022-10-19T21:30:39Z","Omni Sale","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerBlazes.mp4","Product 5","Blue","XXL","Bata","Article1","Style1","Ref5"
"2020-10-26T22:47:49Z","Event ID 7","EPC 2","Site 15","Exit Door ID 2","Last Prior Read 7","2022-10-10T00:49:48Z","Transfer","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerEscapes.mp4","Product 4","Green","XXS","Zara","Article5","Style7","Ref2"
"2022-04-07T22:58:54Z","Event ID 1","EPC 5","Site 14","Exit Door ID 4","Last Prior Read 4","2022-08-04T05:18:18Z","Employee","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerFun.mp4","Product 4","White","XXXL","Adidas","Article7","Style3","Ref1"
"2022-06-12T05:07:08Z","Event ID 1","EPC 5","Site 10","Exit Door ID 4","Last Prior Read 7","2022-12-01T05:18:33Z","Organized Crime","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/BigBuckBunny.mp4","Product 1","Red","XXXL","Bata","Artical4","Style5","Ref8"
"2022-01-22T22:00:21Z","Event ID 2","EPC 5","Site 12","Exit Door ID 3","","2022-10-17T08:18:16Z","","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","Product 2","White","XXL","Bata","Article3","Style6","Ref8"
"2020-08-18T10:20:23Z","Event ID 6","EPC 3","Site 14","Exit Door ID 2","Last Prior Read 5","2022-08-20T11:51:17Z","Organized Crime","","Product 5","Black","M","Bata","Artical4","Style8","Ref1"
"2023-01-09T21:27:23Z","Event ID 4","EPC 5","Site 12","Exit Door ID 2","","2022-09-04T02:41:16Z","","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerBlazes.mp4","Product 2","White","XXS","Zara","Artical4","Style4","Ref1"
"2021-10-30T21:50:54Z","Event ID 3","EPC 2","Site 14","Exit Door ID 1","Last Prior Read 7","2022-12-31T03:54:37Z","Organized Crime","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerEscapes.mp4","Product 4","Yellow","L","Bata","Article7","Style1","Ref6"
"2021-05-25T15:30:52Z","Event ID 5","EPC 5","Site 12","Exit Door ID 2","","2023-05-24T15:31:44Z","","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerFun.mp4","Product 4","Orange","L","Zara","Article3","Style7","Ref7"
"2021-09-16T19:44:35Z","Event ID 7","EPC 4","Site 10","Exit Door ID 4","Last Prior Read 4","2022-09-13T15:35:55Z","","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/BigBuckBunny.mp4","Product 5","Pink","XXL","Madame","Article6","Style4","Ref8"
"2022-02-25T09:03:14Z","Event ID 2","EPC 5","Site 15","Exit Door ID 5","Last Prior Read 6","2022-12-26T20:50:10Z","Organized Crime","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","Product 2","White","XXXL","Nike","Artical4","Style6","Ref3"
"2022-01-08T13:44:40Z","Event ID 7","EPC 1","Site 13","Exit Door ID 4","Last Prior Read 5","2022-06-04T22:26:49Z","Organized Crime","","Product 2","Green","XXXL","Zara","Article2","Style5","Ref6"
"2022-02-02T15:53:42Z","Event ID 7","EPC 5","Site 14","Exit Door ID 1","Last Prior Read 2","2023-05-30T07:25:07Z","Others","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerBlazes.mp4","Product 5","Green","L","Lee Cooper","Article7","Style1","Ref2"
"2022-05-22T22:02:23Z","Event ID 1","EPC 1","Site 14","Exit Door ID 1","Last Prior Read 6","2022-11-21T01:27:23Z","Mixed","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerEscapes.mp4","Product 1","Blue","XXS","Zara","Article3","Style3","Ref8"
"2020-07-23T22:02:01Z","Event ID 7","EPC 4","Site 11","Exit Door ID 4","Last Prior Read 7","2023-06-18T16:34:20Z","Others","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerFun.mp4","Product 5","Blue","S","Puma","Article2","Style3","Ref5"
"2021-10-12T18:31:40Z","Event ID 8","EPC 2","Site 15","Exit Door ID 4","Last Prior Read 7","2023-01-31T14:23:51Z","Employee","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/BigBuckBunny.mp4","Product 1","Red","XL","Puma","Article8","Style8","Ref7"
"2021-12-09T12:13:48Z","Event ID 7","EPC 2","Site 14","Exit Door ID 3","","2022-06-04T04:57:13Z","Not a loss Event","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","Product 1","Blue","L","Zara","Article3","Style8","Ref8"
"2022-11-14T13:43:03Z","Event ID 7","EPC 1","Site 10","Exit Door ID 5","Last Prior Read 3","2023-05-24T18:25:07Z","Others","","Product 2","Blue","XS","Nike","Article5","Style4","Ref3"
"2021-10-19T10:52:06Z","Event ID 3","EPC 5","Site 14","Exit Door ID 1","Last Prior Read 7","2022-11-21T18:13:09Z","Omni Sale","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerBlazes.mp4","Product 3","Orange","M","Nike","Article1","Style7","Ref3"
"2023-03-04T01:22:05Z","Event ID 1","EPC 1","Site 10","Exit Door ID 3","Last Prior Read 5","2022-12-07T23:19:10Z","Others","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerEscapes.mp4","Product 2","Pink","XXS","Nike","Article3","Style3","Ref8"
"2021-01-04T06:28:30Z","Event ID 1","EPC 3","Site 15","Exit Door ID 2","Last Prior Read 2","2023-01-08T04:13:00Z","Organized Crime","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerFun.mp4","Product 2","White","L","Lee Cooper","Article2","Style8","Ref6"
"2021-10-29T20:42:22Z","Event ID 4","EPC 2","Site 14","Exit Door ID 1","Last Prior Read 2","2022-06-06T05:45:50Z","Others","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/BigBuckBunny.mp4","Product 5","Pink","XXL","Nike","Artical4","Style5","Ref8"
"2021-03-10T18:28:48Z","Event ID 2","EPC 4","Site 10","Exit Door ID 3","Last Prior Read 5","2023-05-28T01:45:43Z","Mixed","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","Product 2","Red","XL","Puma","Article2","Style6","Ref8"
"2022-11-14T12:56:46Z","Event ID 9","EPC 3","Site 10","Exit Door ID 5","Last Prior Read 4","2022-07-18T16:40:20Z","External Theft","","Product 4","Yellow","XL","Adidas","Article2","Style2","Ref1"
"2022-08-20T03:33:31Z","Event ID 2","EPC 1","Site 14","Exit Door ID 1","Last Prior Read 6","2022-12-26T00:13:54Z","External Theft","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerBlazes.mp4","Product 2","Blue","S","Lee Cooper","Article8","Style6","Ref6"
"2022-09-21T00:55:27Z","Event ID 8","EPC 2","Site 14","Exit Door ID 2","Last Prior Read 5","2022-06-10T05:28:37Z","Organized Crime","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerEscapes.mp4","Product 4","Pink","S","Puma","Article2","Style5","Ref3"
"2021-10-30T01:07:54Z","Event ID 4","EPC 4","Site 10","Exit Door ID 1","","2022-08-12T01:53:35Z","","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerFun.mp4","Product 1","Green","L","Puma","Article1","Style6","Ref1"
"2020-06-18T22:58:14Z","Event ID 6","EPC 4","Site 12","Exit Door ID 5","Last Prior Read 6","2022-06-26T12:58:52Z","Organized Crime","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/BigBuckBunny.mp4","Product 5","Pink","M","Lee Cooper","Artical4","Style1","Ref7"
"2022-05-18T18:58:36Z","Event ID 7","EPC 4","Site 10","Exit Door ID 5","Last Prior Read 1","2022-08-21T16:04:32Z","Employee","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","Product 3","Blue","XXXL","Zara","Article7","Style7","Ref3"
"2021-10-11T07:58:28Z","Event ID 3","EPC 4","Site 13","Exit Door ID 1","Last Prior Read 4","2022-09-02T08:55:48Z","Employee","","Product 4","Blue","L","Lee Cooper","Article8","Style2","Ref3"
"2021-02-22T05:34:33Z","Event ID 9","EPC 5","Site 13","Exit Door ID 3","Last Prior Read 5","2022-06-23T15:30:31Z","","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerBlazes.mp4","Product 2","White","XL","Nike","Article8","Style3","Ref4"
"2021-02-02T00:08:32Z","Event ID 1","EPC 3","Site 14","Exit Door ID 3","Last Prior Read 7","2022-06-05T15:37:54Z","Employee","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerEscapes.mp4","Product 5","Red","L","Puma","Article5","Style2","Ref5"
"2021-10-02T21:25:27Z","Event ID 3","EPC 1","Site 10","Exit Door ID 5","Last Prior Read 3","2022-06-15T18:45:17Z","Organized Crime","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerFun.mp4","Product 3","Pink","S","Bata","Article7","Style4","Ref7"
"2023-03-05T03:20:11Z","Event ID 9","EPC 2","Site 10","Exit Door ID 3","Last Prior Read 1","2023-06-01T15:33:52Z","Organized Crime","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/BigBuckBunny.mp4","Product 2","Orange","XXS","Zara","Article1","Style5","Ref5"
"2022-03-18T02:24:11Z","Event ID 4","EPC 2","Site 14","Exit Door ID 3","Last Prior Read 1","2022-07-02T14:06:20Z","","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","Product 4","Red","M","Puma","Article5","Style8","Ref6"
"2022-11-09T18:03:55Z","Event ID 6","EPC 5","Site 12","Exit Door ID 3","Last Prior Read 6","2023-02-02T21:35:38Z","Organized Crime","","Product 3","White","XL","Bata","Article6","Style6","Ref3"
"2021-05-09T22:46:22Z","Event ID 1","EPC 5","Site 11","Exit Door ID 2","Last Prior Read 5","2023-04-04T02:17:20Z","Transfer","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerBlazes.mp4","Product 3","White","XS","Madame","Article8","Style2","Ref5"
"2022-10-10T02:03:32Z","Event ID 1","EPC 3","Site 15","Exit Door ID 1","Last Prior Read 7","2023-04-13T13:48:01Z","Employee","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerEscapes.mp4","Product 1","Yellow","S","Puma","Article6","Style3","Ref6"
"2021-11-13T15:07:59Z","Event ID 7","EPC 4","Site 11","Exit Door ID 3","Last Prior Read 2","2022-11-16T15:33:11Z","Organized Crime","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerFun.mp4","Product 3","White","L","Nike","Article5","Style8","Ref7"
"2022-11-30T08:05:59Z","Event ID 2","EPC 2","Site 10","Exit Door ID 1","Last Prior Read 1","2023-01-19T22:00:15Z","Mixed","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/BigBuckBunny.mp4","Product 2","Blue","XXXL","Lee Cooper","Article5","Style5","Ref4"
"2021-08-11T11:09:24Z","Event ID 1","EPC 1","Site 13","Exit Door ID 4","","2022-10-05T11:10:45Z","Not a loss Event","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","Product 4","Pink","M","Puma","Artical4","Style1","Ref8"
"2021-07-14T23:00:06Z","Event ID 3","EPC 2","Site 12","Exit Door ID 1","Last Prior Read 6","2023-04-18T18:28:28Z","Not a loss Event","","Product 3","Green","XS","Nike","Article2","Style5","Ref8"
"2023-03-07T14:04:00Z","Event ID 8","EPC 3","Site 11","Exit Door ID 2","Last Prior Read 4","2022-11-11T12:38:16Z","Transfer","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerBlazes.mp4","Product 2","Red","XXXL","Bata","Article6","Style5","Ref4"
